
1 2 490 192 490  1 0 0 0 1 0 0 0 1 782.DAT
1 2 490 192 1490  1 0 0 0 1 0 0 0 1 782.DAT
1 2 1490 192 490  1 0 0 0 1 0 0 0 1 782.DAT
1 2 1490 192 1490  1 0 0 0 1 0 0 0 1 782.DAT
1 2 50 184 1550 1 0 0 0 1 0 0 0 1 2435.dat
1 2 110 184 690 1 0 0 0 1 0 0 0 1 2435.dat
1 2 110 184 1870 1 0 0 0 1 0 0 0 1 3471.dat
1 2 150 184 1690 1 0 0 0 1 0 0 0 1 2435.dat
1 2 230 184 790 1 0 0 0 1 0 0 0 1 3471.dat
1 2 230 184 1630 1 0 0 0 1 0 0 0 1 3471.dat
1 2 290 184 330 1 0 0 0 1 0 0 0 1 3471.dat
1 2 330 184 690 1 0 0 0 1 0 0 0 1 3471.dat
1 2 430 184 430 1 0 0 0 1 0 0 0 1 3471.dat
1 2 450 184 1910 1 0 0 0 1 0 0 0 1 3471.dat
1 2 490 184 1690 1 0 0 0 1 0 0 0 1 3471.dat
1 2 510 184 170 1 0 0 0 1 0 0 0 1 3471.dat
1 2 510 184 570 1 0 0 0 1 0 0 0 1 3471.dat
1 2 510 184 1010 1 0 0 0 1 0 0 0 1 3471.dat
1 2 550 184 1790 1 0 0 0 1 0 0 0 1 3471.dat
1 2 570 184 70 1 0 0 0 1 0 0 0 1 3471.dat
1 2 630 184 770 1 0 0 0 1 0 0 0 1 2435.dat
1 2 630 184 850 1 0 0 0 1 0 0 0 1 2435.dat
1 2 710 184 1410 1 0 0 0 1 0 0 0 1 2435.dat
1 2 710 184 1810 1 0 0 0 1 0 0 0 1 2435.dat
1 2 750 184 510 1 0 0 0 1 0 0 0 1 2435.dat
1 2 750 184 1610 1 0 0 0 1 0 0 0 1 3471.dat
1 2 810 184 270 1 0 0 0 1 0 0 0 1 2435.dat
1 2 830 184 150 1 0 0 0 1 0 0 0 1 3471.dat
1 2 830 184 1670 1 0 0 0 1 0 0 0 1 2435.dat
1 2 850 184 1350 1 0 0 0 1 0 0 0 1 2435.dat
1 2 890 184 470 1 0 0 0 1 0 0 0 1 2435.dat
1 2 910 184 790 1 0 0 0 1 0 0 0 1 3471.dat
1 2 950 184 1470 1 0 0 0 1 0 0 0 1 2435.dat
1 2 950 184 1710 1 0 0 0 1 0 0 0 1 3471.dat
1 2 970 184 1090 1 0 0 0 1 0 0 0 1 3471.dat
1 2 1030 184 590 1 0 0 0 1 0 0 0 1 2435.dat
1 2 1030 184 1550 1 0 0 0 1 0 0 0 1 2435.dat
1 2 1030 184 1630 1 0 0 0 1 0 0 0 1 3471.dat
1 2 1090 184 1170 1 0 0 0 1 0 0 0 1 2435.dat
1 2 1110 184 90 1 0 0 0 1 0 0 0 1 3471.dat
1 2 1130 184 710 1 0 0 0 1 0 0 0 1 2435.dat
1 2 1130 184 1310 1 0 0 0 1 0 0 0 1 3471.dat
1 2 1190 184 610 1 0 0 0 1 0 0 0 1 3471.dat
1 2 1190 184 1530 1 0 0 0 1 0 0 0 1 3471.dat
1 2 1210 184 890 1 0 0 0 1 0 0 0 1 3471.dat
1 2 1230 184 1230 1 0 0 0 1 0 0 0 1 3471.dat
1 2 1250 184 1390 1 0 0 0 1 0 0 0 1 3471.dat
1 2 1290 184 330 1 0 0 0 1 0 0 0 1 3471.dat
1 2 1290 184 1150 1 0 0 0 1 0 0 0 1 3471.dat
1 2 1310 184 1930 1 0 0 0 1 0 0 0 1 3471.dat
1 2 1330 184 730 1 0 0 0 1 0 0 0 1 3471.dat
1 2 1410 184 1090 1 0 0 0 1 0 0 0 1 2435.dat
1 2 1410 184 1810 1 0 0 0 1 0 0 0 1 3471.dat
1 2 1430 184 150 1 0 0 0 1 0 0 0 1 3471.dat
1 2 1430 184 1590 1 0 0 0 1 0 0 0 1 3471.dat
1 2 1450 184 370 1 0 0 0 1 0 0 0 1 2435.dat
1 2 1470 184 310 1 0 0 0 1 0 0 0 1 3471.dat
1 2 1470 184 670 1 0 0 0 1 0 0 0 1 2435.dat
1 2 1470 184 1890 1 0 0 0 1 0 0 0 1 2435.dat
1 2 1510 184 1270 1 0 0 0 1 0 0 0 1 3471.dat
1 2 1550 184 1390 1 0 0 0 1 0 0 0 1 3471.dat
1 2 1570 184 1190 1 0 0 0 1 0 0 0 1 3471.dat
1 2 1570 184 1890 1 0 0 0 1 0 0 0 1 3471.dat
1 2 1610 184 1550 1 0 0 0 1 0 0 0 1 2435.dat
1 2 1670 184 230 1 0 0 0 1 0 0 0 1 2435.dat
1 2 1670 184 490 1 0 0 0 1 0 0 0 1 3471.dat
1 2 1710 184 1130 1 0 0 0 1 0 0 0 1 2435.dat
1 2 1710 184 1690 1 0 0 0 1 0 0 0 1 3471.dat
1 2 1730 184 950 1 0 0 0 1 0 0 0 1 3471.dat
1 2 1730 184 1210 1 0 0 0 1 0 0 0 1 2435.dat
1 2 1750 184 1790 1 0 0 0 1 0 0 0 1 2435.dat
1 2 1770 184 1470 1 0 0 0 1 0 0 0 1 2435.dat
1 2 1810 184 230 1 0 0 0 1 0 0 0 1 3471.dat
1 2 1830 184 990 1 0 0 0 1 0 0 0 1 3471.dat
1 2 1870 184 370 1 0 0 0 1 0 0 0 1 3471.dat
1 2 1910 184 1750 1 0 0 0 1 0 0 0 1 3471.dat
1 2 1930 184 910 1 0 0 0 1 0 0 0 1 3471.dat
0
